",""Sample_ID"",""symbiont_ID"",""count"",""treatment"",""time"",""mortality"",""treatment_time"",""genotype"",""rack"",""season"",""batch"",""PCR"",""dominant_clade"""
"3194,""P1R2_S1_T0-18h"",""D17"",""31"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3195,""P1R2_S1_T0-18h"",""D1a"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3196,""P1R2_S1_T0-18h"",""D2.2"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3197,""P1R2_S1_T0-18h"",""D3"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3198,""P1R2_S1_T0-18h"",""D4"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3199,""P1R2_S1_T0-18h"",""D5"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3200,""P1R2_S1_T0-18h"",""D6"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3201,""P1R2_S1_T0-18h"",""D9"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S1"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3202,""P1R2_S1_T0+1.5Y"",""C161"",""13"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3203,""P1R2_S1_T0+1.5Y"",""C163b"",""8"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3204,""P1R2_S1_T0+1.5Y"",""C17"",""41"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3205,""P1R2_S1_T0+1.5Y"",""C17.2"",""316"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3206,""P1R2_S1_T0+1.5Y"",""C17a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3207,""P1R2_S1_T0+1.5Y"",""C21"",""4"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3208,""P1R2_S1_T0+1.5Y"",""C21.11"",""3"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3209,""P1R2_S1_T0+1.5Y"",""C21.14"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3210,""P1R2_S1_T0+1.5Y"",""C26.b1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3211,""P1R2_S1_T0+1.5Y"",""C26.b2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3212,""P1R2_S1_T0+1.5Y"",""C2r"",""325"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3213,""P1R2_S1_T0+1.5Y"",""C31"",""62"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3214,""P1R2_S1_T0+1.5Y"",""C31.1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3215,""P1R2_S1_T0+1.5Y"",""C31.10"",""3"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3216,""P1R2_S1_T0+1.5Y"",""C31.5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3217,""P1R2_S1_T0+1.5Y"",""C31.6"",""1"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3218,""P1R2_S1_T0+1.5Y"",""C31.9"",""1"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3219,""P1R2_S1_T0+1.5Y"",""C31a"",""51"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3220,""P1R2_S1_T0+1.5Y"",""C31c"",""1"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3221,""P1R2_S1_T0+1.5Y"",""C31d"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3222,""P1R2_S1_T0+1.5Y"",""C3d"",""171"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3223,""P1R2_S1_T0+1.5Y"",""D1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3224,""P1R2_S1_T0+1.5Y"",""D1.6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3225,""P1R2_S1_T0+1.5Y"",""D10"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3226,""P1R2_S1_T0+1.5Y"",""D11"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3227,""P1R2_S1_T0+1.5Y"",""D17"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3228,""P1R2_S1_T0+1.5Y"",""D1a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3229,""P1R2_S1_T0+1.5Y"",""D2.2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3230,""P1R2_S1_T0+1.5Y"",""D3"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3231,""P1R2_S1_T0+1.5Y"",""D4"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3232,""P1R2_S1_T0+1.5Y"",""D5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3233,""P1R2_S1_T0+1.5Y"",""D6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3234,""P1R2_S1_T0+1.5Y"",""D9"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3235,""P1R2_S1_T0+6M"",""C161"",""13"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3236,""P1R2_S1_T0+6M"",""C163b"",""17"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3237,""P1R2_S1_T0+6M"",""C17"",""59"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3238,""P1R2_S1_T0+6M"",""C17.2"",""250"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3239,""P1R2_S1_T0+6M"",""C17a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3240,""P1R2_S1_T0+6M"",""C21"",""12"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3241,""P1R2_S1_T0+6M"",""C21.11"",""10"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3242,""P1R2_S1_T0+6M"",""C21.14"",""6"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3243,""P1R2_S1_T0+6M"",""C26.b1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3244,""P1R2_S1_T0+6M"",""C26.b2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3245,""P1R2_S1_T0+6M"",""C2r"",""244"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3246,""P1R2_S1_T0+6M"",""C31"",""59"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3247,""P1R2_S1_T0+6M"",""C31.1"",""4"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3248,""P1R2_S1_T0+6M"",""C31.10"",""8"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3249,""P1R2_S1_T0+6M"",""C31.5"",""4"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3250,""P1R2_S1_T0+6M"",""C31.6"",""15"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3251,""P1R2_S1_T0+6M"",""C31.9"",""12"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3252,""P1R2_S1_T0+6M"",""C31a"",""55"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3253,""P1R2_S1_T0+6M"",""C31c"",""10"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3254,""P1R2_S1_T0+6M"",""C31d"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3255,""P1R2_S1_T0+6M"",""C3d"",""198"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3256,""P1R2_S1_T0+6M"",""D1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3257,""P1R2_S1_T0+6M"",""D1.6"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3258,""P1R2_S1_T0+6M"",""D10"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3259,""P1R2_S1_T0+6M"",""D11"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3260,""P1R2_S1_T0+6M"",""D17"",""24"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3261,""P1R2_S1_T0+6M"",""D1a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3262,""P1R2_S1_T0+6M"",""D2.2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3263,""P1R2_S1_T0+6M"",""D3"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3264,""P1R2_S1_T0+6M"",""D4"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3265,""P1R2_S1_T0+6M"",""D5"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3266,""P1R2_S1_T0+6M"",""D6"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3267,""P1R2_S1_T0+6M"",""D9"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S1"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
"3268,""P1R2_S2_T0-18h"",""C161"",""21"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3269,""P1R2_S2_T0-18h"",""C163b"",""24"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3270,""P1R2_S2_T0-18h"",""C17"",""65"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3271,""P1R2_S2_T0-18h"",""C17.2"",""248"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3272,""P1R2_S2_T0-18h"",""C17a"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3273,""P1R2_S2_T0-18h"",""C21"",""6"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3274,""P1R2_S2_T0-18h"",""C21.11"",""4"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3275,""P1R2_S2_T0-18h"",""C21.14"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3276,""P1R2_S2_T0-18h"",""C26.b1"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3277,""P1R2_S2_T0-18h"",""C26.b2"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3278,""P1R2_S2_T0-18h"",""C2r"",""174"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3279,""P1R2_S2_T0-18h"",""C31"",""89"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3280,""P1R2_S2_T0-18h"",""C31.1"",""61"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3281,""P1R2_S2_T0-18h"",""C31.10"",""8"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3282,""P1R2_S2_T0-18h"",""C31.5"",""6"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3283,""P1R2_S2_T0-18h"",""C31.6"",""12"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3284,""P1R2_S2_T0-18h"",""C31.9"",""9"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3285,""P1R2_S2_T0-18h"",""C31a"",""97"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3286,""P1R2_S2_T0-18h"",""C31c"",""8"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3287,""P1R2_S2_T0-18h"",""C31d"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3288,""P1R2_S2_T0-18h"",""C3d"",""135"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3289,""P1R2_S2_T0-18h"",""D1"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3290,""P1R2_S2_T0-18h"",""D1.6"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3291,""P1R2_S2_T0-18h"",""D10"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3292,""P1R2_S2_T0-18h"",""D11"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3293,""P1R2_S2_T0-18h"",""D17"",""33"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3294,""P1R2_S2_T0-18h"",""D1a"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3295,""P1R2_S2_T0-18h"",""D2.2"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3296,""P1R2_S2_T0-18h"",""D3"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3297,""P1R2_S2_T0-18h"",""D4"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3298,""P1R2_S2_T0-18h"",""D5"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3299,""P1R2_S2_T0-18h"",""D6"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3300,""P1R2_S2_T0-18h"",""D9"",""0"",""S"",""t0"",0,""Shade_t0"",""GP1R2"",""S2"",""Winter"",""t0_shade"",""pcr2"",""C"""
"3301,""P1R2_S2_T0+1.5Y"",""C161"",""16"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3302,""P1R2_S2_T0+1.5Y"",""C163b"",""8"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3303,""P1R2_S2_T0+1.5Y"",""C17"",""110"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3304,""P1R2_S2_T0+1.5Y"",""C17.2"",""603"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3305,""P1R2_S2_T0+1.5Y"",""C17a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3306,""P1R2_S2_T0+1.5Y"",""C21"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3307,""P1R2_S2_T0+1.5Y"",""C21.11"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3308,""P1R2_S2_T0+1.5Y"",""C21.14"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3309,""P1R2_S2_T0+1.5Y"",""C26.b1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3310,""P1R2_S2_T0+1.5Y"",""C26.b2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3311,""P1R2_S2_T0+1.5Y"",""C2r"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3312,""P1R2_S2_T0+1.5Y"",""C31"",""79"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3313,""P1R2_S2_T0+1.5Y"",""C31.1"",""100"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3314,""P1R2_S2_T0+1.5Y"",""C31.10"",""3"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3315,""P1R2_S2_T0+1.5Y"",""C31.5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3316,""P1R2_S2_T0+1.5Y"",""C31.6"",""3"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3317,""P1R2_S2_T0+1.5Y"",""C31.9"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3318,""P1R2_S2_T0+1.5Y"",""C31a"",""72"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3319,""P1R2_S2_T0+1.5Y"",""C31c"",""6"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3320,""P1R2_S2_T0+1.5Y"",""C31d"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3321,""P1R2_S2_T0+1.5Y"",""C3d"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3322,""P1R2_S2_T0+1.5Y"",""D1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3323,""P1R2_S2_T0+1.5Y"",""D1.6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3324,""P1R2_S2_T0+1.5Y"",""D10"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3325,""P1R2_S2_T0+1.5Y"",""D11"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3326,""P1R2_S2_T0+1.5Y"",""D17"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3327,""P1R2_S2_T0+1.5Y"",""D1a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3328,""P1R2_S2_T0+1.5Y"",""D2.2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3329,""P1R2_S2_T0+1.5Y"",""D3"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3330,""P1R2_S2_T0+1.5Y"",""D4"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3331,""P1R2_S2_T0+1.5Y"",""D5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3332,""P1R2_S2_T0+1.5Y"",""D6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3333,""P1R2_S2_T0+1.5Y"",""D9"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""GP1R2"",""S2"",""Winter"",""t0+18m_shade"",""pcr4"",""C"""
"3334,""P1R2_S2_T0+6M"",""C161"",""13"",""S"",""t0+06m"",0,""Shade_t0+06m"",""GP1R2"",""S2"",""Summer"",""t0+06m_shade"",""pcr2"",""C"""
